add-none,1,100,200,239228,1196,0
add-none,1,1000,2000,261947,130,0
add-none,1,10000,20000,360776,18,0
add-none,1,100000,200000,1836126,9,0
add-none,2,100,400,229685,574,0
add-none,2,1000,4000,264050,66,164
add-none,2,10000,40000,871795,21,2719
add-none,2,100000,400000,8945601,22,-11142
add-none,4,100,800,316539,395,0
add-none,4,1000,8000,344171,43,-904
add-none,4,10000,80000,1859850,23,-740
add-none,4,100000,800000,16942950,21,-7808
add-none,8,100,1600,387103,241,0
add-none,8,1000,16000,529150,33,105
add-none,8,10000,160000,3251015,20,2230
add-none,8,100000,1600000,23566290,14,-10495
add-none,12,100,2400,579588,241,0
add-none,12,1000,24000,549143,22,-1729
add-none,12,10000,240000,6446511,26,-24671
add-none,12,100000,2400000,38526990,16,-170472
add-m,1,10000,20000,886683,44,0
add-m,2,10000,40000,5103116,127,0
add-m,4,10000,80000,12907728,161,0
add-m,8,10000,160000,18875260,117,0
add-m,12,10000,240000,24434108,101,0
add-s,1,10000,20000,556604,27,0
add-s,2,10000,40000,2248775,56,0
add-s,4,10000,80000,12294428,153,0
add-s,8,10000,160000,51777725,323,0
add-s,12,10000,240000,78780642,328,0
add-c,1,10000,20000,545502,27,0
add-c,2,10000,40000,3278014,81,0
add-c,4,10000,80000,12086604,151,0
add-c,8,10000,160000,24169590,151,0
add-c,12,10000,240000,32393830,134,0
list-none-none,1,10,1,30,121394,4046
list-none-none,1,100,1,300,209986,699
list-none-none,1,1000,1,3000,6749724,2249
list-none-none,1,10000,1,30000,691368850,23045
list-none-none,1,20000,1,60000,3436227910,57270
list-none-none,2,10,1,60,168792,2813
list-none-none,4,10,1,120,180420,1503
list-id-none,1,1,4,3,161008,53669
list-id-none,1,2,4,6,151581,25263
list-id-none,1,4,4,12,149287,12440
list-id-none,1,8,4,24,154692,6445
list-id-none,1,16,4,48,160228,3338
list-id-none,4,1,4,12,235062,19588
list-id-none,4,2,4,24,172853,7202
list-id-none,12,1,4,36,534341,14842
list-id-none,16,1,4,48,704018,14667
list-id-none,16,2,4,96,599381,6243
list-id-m,1,10,4,30,161268,5375,135
list-id-m,1,20,4,60,178326,2972,88
list-id-m,1,40,4,120,212268,1768,69
list-id-m,1,80,4,240,274770,1144,60
list-id-m,4,10,4,120,207440,1728,270
list-id-m,4,20,4,240,430717,1794,2201
list-id-m,4,40,4,480,524633,1092,1502
list-id-m,4,80,4,960,1030399,1073,1605
list-id-m,8,10,4,240,385556,1606,2188
list-id-m,8,20,4,480,498259,1038,1850
list-id-m,8,40,4,960,1605315,1672,3067
list-id-m,8,80,4,1920,1878115,978,4323
list-id-m,12,10,4,360,530869,1474,2899
list-id-m,12,20,4,720,851657,1182,4695
list-id-m,12,40,4,1440,1464589,1017,5836
list-id-m,12,80,4,2880,3092911,1073,8218
list-id-m,16,10,4,480,614188,1279,1810
list-id-m,16,20,4,960,990128,1031,6119
list-id-m,16,40,4,1920,2063332,1074,9712
list-id-m,16,80,4,3840,4639051,1208,8439
list-id-s,1,10,4,30,193401,6446
list-id-s,1,20,4,60,170388,2839
list-id-s,1,40,4,120,202170,1684
list-id-s,1,80,4,240,253310,1055
list-id-s,4,10,4,120,268013,2233
